"Index","AMZN","ABT","AES","ABMD","IBM","AMD","ADBE","ARE","APD","BXP","ALL","HON","AMGN","HES","AXP","AEP","AFL","AIG","ADI","ALXN","VLO","CMCSA","ANSS","AAPL","AMAT","ADM","AEE","ADSK","ADP","AZO","BLL","BRK.B","BAX","BDX","AME","VZ","WRB","BBY","BIO","YUM","FE","BA","BSX","CHRW","TTWO","MTD","BMY","OKE","AVB","URI","SRE","FDX","VRSN","APH","BF.B","CSX","CPB","STZ","CAH","CAT","CTXS","LUMN","CERN","JPM","CHD","CINF","CTAS","CSCO","CLX","KO","CPRT","CL","MAR","CAG","ED","CMS","COO","GLW","CMI","DHI","DHR","MCO","CTSH","TGT","DE","MS","RSG","DIS","DLTR","DOV","OMC","DTE","DRE","DRI","EBAY","BAC","C","CDNS","ECL","EA","CRM","EMR","ATO","ETR","EOG","EFX","EQR","EL","EXPD","XOM","FMC","NEE","FAST","FITB","MTB","FISV","FCX","AJG","GD","GIS","GPC","GILD","IT","MCK","NVDA","GE","GWW","GS","HAS","HSY","HOLX","HD","HRL","CNP","HUM","JBHT","IEX","ITW","INTU","IDXX","INTC","IFF","IP","J","JKHY","INCY","JNJ","HIG","KLAC","K","KEY","KMB","BLK","KR","LRCX","TDY","AKAM","LEN","LLY","UPS","A","LMT","LOW","D","MGM","MKC","MCD","EW","MMC","MAS","MLM","MET","MXIM","ATVI","CVS","LH","MSFT","MU","MAA","MCHP","MMM","KSU","ILMN","XEL","F","NEM","NVR","NKE","NSC","NTRS","NOC","WFC","NUE","COF","ODFL","ORCL","PCAR","EXC","PH","PAYX","ALGN","PPL","PEP","PFE","COP","PXD","MO","PNC","PPG","COST","TROW","DGX","PG","PGR","PEG","PHM","GPN","QCOM","O","REGN","RMD","USB","ROST","ROL","ROP","ROK","RCL","TRV","FIS","MRK","SLB","SCHW","POOL","ZBH","ABC","PFG","SHW","CNC","SIVB","SPG","PRU","AAP","EIX","SO","LUV","T","CVX","STT","SBUX","PSA","SYK","NFLX","SNPS","SYY","ISRG","TFX","TER","TXN","TMO","TIF","TSCO","TYL","TSN","UNP","UNH","VAR","VTR","VFC","VRTX","VMC","WMT","WM","WAT","WST","SJM","WDC","WAB","WY","WHR","SWKS","NDAQ","CME","WMB","LNT","KMX","XLNX","TJX","ZBRA","RF","DPZ","EXR","LVS","DLR","MKTX","CE","DXCM","AMP","LYV","CMG","TDG","MA","BR","DAL","DFS","BK","ULTA","MSCI","PM","V","AWK","CB","MPC","FBHS","KMI","XYL","SWK","LYB","GRMN","PLD","ACN","HCA","VRSK","FLT","FRC","STX","DG","FTNT","TEL","ORLY","GM","CBRE","EXPE","APTV","PSX","AMT","FB","DUK","NOW","MDLZ","ETN","ABBV","TMUS","ZTS","CDW","INFO","WLTW","IQV","BKNG","LDOS","AVGO","TWTR","EVRG","ICE","STE","CI","DOW","AMCR","PEAK","NLOK","DD","CARR","OTIS","CTVA","LHX","TT","TFC","VIAC","IR","PAYC","AON","RTX","ANET","CTLT","SYF","CFG","KEYS","QRVO","ANTM","CCI","MDT","WBA","EQIX","ES","ETSY","JCI","KHC","FTV","SPGI","HLT","GOOGL","WELL","HPE","PYPL","HPQ","GOOG","WEC","MNST","LIN","SBAC","CHTR"
"2020-03-19",807,45,10,8,44,234,45,17,9,11,28,14,25,8,35,13,26,28,18,31,24,43,4,916,33,10,9,15,8,29,12,26,32,13,22,45,2,60,12,31,15,1021,10,14,17,5,20,47,9,17,9,85,4,13,5,15,29,13,9,44,30,0,6,153,8,2,72,84,93,90,6,101,135,5,9,14,12,11,12,9,9,204,7,67,21,126,5,330,14,3,3,7,8,170,0,0,0,4,12,12,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,17,0,7,0,0,19,0,123,12,100,10,17,13,83,21,15,12,7,5,13,9,5,82,19,8,5,8,6,94,25,2,29,32,14,33,89,20,1,27,98,27,28,69,38,34,29,78,16,145,33,7,7,28,21,7,26,43,18,454,41,16,18,67,7,7,12,336,73,8,40,17,3,27,77,14,17,2,20,7,9,6,15,19,17,34,89,33,20,34,18,10,106,12,25,37,32,12,11,11,81,52,118,15,16,33,2,7,6,93,17,3,31,41,12,2,5,6,6,29,3,12,79,14,16,2,14,92,105,85,14,161,11,15,420,4,32,19,7,4,29,25,66,15,5,37,12,23,4,33,6,22,13,188,15,5,3,14,19,10,18,8,15,13,19,28,3,15,12,58,9,27,71,8,64,16,5,6,24,20,36,89,30,58,6,200,26,16,36,7,27,80,23,23,30,7,31,3,10,6,8,7,97,24,5,29,10,31,31,11,7,8,188,9,29,24,14,9,401,26,26,6,34,56,32,5,4,9,11,16,28,5,55,261,2,28,1,12,88,16,7,6,4,1,1,7,5,11,9,32,26,9,13,0,22,0,6,13,16,11,7,11,46,63,12,359,37,8,21,4,8,79,144,25,6,37,18,213,20,9,14,17,33
"2020-03-20",659,35,24,7,59,188,58,7,8,12,28,13,31,34,33,8,20,19,9,24,26,58,5,910,35,11,6,7,17,8,12,39,32,20,17,77,2,43,20,29,7,785,7,4,21,7,35,26,8,10,12,40,2,12,6,10,20,20,20,36,64,0,22,182,9,2,43,50,52,145,18,109,108,7,15,4,2,17,15,9,23,148,12,80,15,75,4,297,27,13,6,5,3,95,0,0,0,12,32,30,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,15,0,0,19,0,141,5,171,12,16,9,64,13,5,27,9,18,21,19,7,92,18,9,4,7,7,120,11,13,23,20,21,30,72,49,1,18,28,46,22,70,50,27,18,144,8,149,29,8,10,5,19,16,33,42,24,351,51,6,7,100,18,22,13,137,61,6,86,10,2,29,79,16,30,10,40,10,4,4,17,19,17,61,97,32,31,85,22,12,120,12,20,61,25,6,9,15,30,34,65,12,21,30,1,6,10,109,26,9,57,21,26,4,7,11,7,9,5,9,43,15,16,3,10,79,223,70,13,125,17,10,350,3,33,18,4,7,11,18,97,17,3,21,10,69,16,22,9,24,8,287,8,4,2,7,13,7,11,9,15,7,22,39,10,7,20,17,13,16,34,8,44,20,5,4,10,9,25,111,15,67,6,190,37,5,26,5,26,69,29,14,16,3,25,7,12,11,9,7,52,29,5,19,5,54,16,12,24,11,121,5,22,19,15,14,342,25,23,7,19,58,14,5,5,19,5,9,35,6,28,235,11,51,2,7,69,3,3,4,6,4,0,3,4,23,4,25,18,10,5,0,8,4,10,7,9,3,17,17,12,19,16,384,19,5,38,5,5,46,180,11,12,54,11,167,13,21,13,7,13
"2020-03-21",275,12,12,4,38,68,18,21,3,5,16,23,10,10,27,8,8,18,4,10,7,24,2,418,16,5,3,11,27,15,5,21,30,19,28,24,2,51,5,19,3,332,12,6,8,6,23,24,11,6,5,38,2,7,3,7,13,16,5,18,19,0,5,68,5,6,10,24,25,49,7,25,37,9,4,3,4,4,11,6,53,56,7,37,8,38,7,142,6,5,8,5,5,31,0,0,0,1,15,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,5,0,0,13,0,65,2,102,7,2,8,48,2,6,12,4,5,12,8,3,35,13,10,3,3,6,63,7,3,24,12,13,9,29,6,0,3,12,21,12,39,35,36,19,25,6,57,5,8,13,4,18,9,17,13,3,144,35,7,11,51,6,10,8,56,31,6,57,9,6,30,43,7,6,7,19,13,7,12,24,9,6,27,32,25,23,31,4,7,53,12,8,24,13,19,12,24,28,31,43,8,8,8,1,11,5,49,17,6,14,22,8,12,6,6,4,11,10,4,30,13,8,13,15,39,91,23,8,108,9,5,131,4,7,28,4,1,6,10,18,8,1,1,7,22,4,9,9,8,5,94,7,1,6,9,5,1,9,7,19,8,7,12,5,6,5,17,4,9,24,7,10,8,2,1,10,11,3,40,5,51,4,89,5,4,7,5,11,65,7,15,13,2,6,2,5,4,2,6,23,10,4,3,8,29,4,8,18,10,49,4,9,5,12,6,185,21,15,10,34,18,14,8,1,14,10,9,26,6,12,109,4,7,6,8,25,3,4,2,3,0,1,3,3,11,7,17,20,3,5,0,9,1,6,7,6,4,15,5,42,14,6,67,7,8,13,3,3,15,85,8,3,38,15,71,8,3,3,3,11
"2020-03-22",282,13,10,12,40,84,26,16,1,7,18,36,13,9,27,8,12,9,11,17,9,27,1,399,19,3,3,5,15,7,6,13,20,19,15,31,7,30,6,15,10,263,12,8,16,4,15,16,8,9,4,42,4,5,2,6,15,15,9,24,16,0,7,77,5,7,10,31,19,39,10,36,44,4,10,9,8,3,3,7,58,48,13,28,9,40,7,136,14,9,1,5,4,24,0,0,0,5,9,23,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,10,0,3,0,0,10,0,67,3,107,12,15,6,50,8,8,21,3,1,9,12,7,48,13,6,2,7,8,46,7,5,23,14,10,10,39,24,0,7,21,10,15,51,22,25,22,51,6,70,9,4,12,3,13,2,24,15,3,144,46,4,2,59,1,23,5,87,24,10,66,1,5,13,26,8,14,4,15,2,6,1,7,10,15,25,45,14,13,14,6,5,62,6,11,23,10,8,5,4,20,43,50,10,11,6,4,7,4,24,10,5,39,6,14,6,5,5,1,7,4,6,17,16,4,7,9,37,68,21,9,61,15,10,145,3,11,27,8,1,12,17,22,7,1,11,7,23,7,7,5,12,11,101,4,7,1,5,12,5,17,9,11,7,11,4,3,5,32,11,8,5,10,14,6,9,5,4,6,7,5,31,7,33,8,80,10,7,20,5,11,53,13,8,6,7,4,1,3,3,4,8,17,7,5,7,7,43,9,7,9,9,63,16,5,6,4,16,209,18,8,3,18,23,9,3,2,14,4,7,15,12,20,155,11,9,5,6,43,7,7,0,4,0,2,2,4,11,6,12,14,6,6,0,15,3,8,1,10,10,13,8,39,19,2,212,3,4,17,6,3,18,79,13,9,24,13,85,10,9,1,2,9
"2020-03-23",710,31,43,25,86,229,44,26,10,7,24,50,41,13,29,18,10,29,10,18,38,74,3,1236,63,15,13,34,21,23,15,66,26,24,20,83,7,54,12,42,14,1315,35,3,34,6,53,13,20,8,21,57,8,5,9,14,20,55,12,47,50,0,19,197,6,9,22,89,53,137,16,79,57,12,23,10,17,11,24,10,100,109,24,56,28,106,7,293,18,13,6,9,3,35,0,0,0,16,20,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,49,0,6,0,0,17,0,159,16,247,57,14,4,104,35,7,20,3,7,16,21,10,138,19,10,6,8,18,139,8,14,31,19,30,30,58,24,2,15,34,69,27,55,56,33,24,85,10,109,30,8,15,2,20,9,91,111,12,419,112,11,24,148,13,20,19,145,84,2,116,14,6,28,79,8,12,8,22,6,9,12,19,15,26,80,68,33,15,58,7,23,74,19,16,75,15,6,13,15,37,32,66,15,25,10,6,3,11,168,9,9,74,20,33,3,5,17,10,5,7,12,26,27,17,6,12,74,251,77,18,168,9,26,629,7,11,32,12,7,7,33,28,28,0,14,23,48,13,16,17,17,4,147,38,7,6,14,16,6,8,16,26,23,14,10,6,15,27,27,9,9,48,3,38,15,10,15,22,29,32,54,20,83,7,130,12,19,24,11,30,138,11,10,21,1,20,15,21,9,3,5,25,15,13,8,5,40,33,12,12,24,82,9,36,8,31,16,427,23,22,20,20,106,59,7,10,34,12,13,60,7,36,336,4,19,17,25,94,12,5,6,12,1,1,4,7,15,8,45,39,12,15,0,8,0,10,6,12,11,18,16,37,21,9,418,14,13,28,1,9,46,203,15,10,36,10,206,8,15,11,7,21
"2020-03-24",695,32,15,17,86,403,67,33,12,9,27,38,58,12,64,12,26,12,11,8,35,103,4,974,69,11,9,27,26,13,11,38,25,21,16,107,4,37,17,45,12,1170,24,7,23,9,47,16,12,27,17,37,3,4,10,17,29,27,17,55,32,0,14,197,16,9,25,95,24,118,19,82,62,14,15,16,5,6,19,13,23,74,11,52,17,91,12,369,38,14,10,23,7,70,0,0,0,18,26,41,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,20,0,19,0,0,8,0,202,12,148,17,18,4,101,21,5,35,4,6,24,18,5,197,18,11,12,7,17,152,12,25,25,29,29,51,59,28,2,15,22,37,23,59,34,33,14,164,12,121,33,8,10,8,21,2,55,72,13,469,146,8,20,147,14,9,14,302,96,3,394,19,18,13,66,14,15,4,34,19,13,11,48,21,23,66,93,41,11,32,23,15,91,15,14,47,7,4,10,13,52,35,68,16,15,6,5,5,14,171,21,11,67,45,17,2,17,9,2,12,5,7,29,25,7,10,13,93,191,248,32,257,20,45,517,14,24,32,8,6,32,24,16,16,7,30,14,58,12,20,12,18,8,199,23,15,2,7,27,1,5,25,27,17,15,28,7,18,32,27,7,10,33,8,24,17,20,8,22,22,34,88,14,146,9,268,16,35,32,8,17,127,9,13,31,4,25,4,17,10,5,10,29,8,11,19,6,23,22,25,16,9,184,17,24,15,47,17,544,21,44,18,23,74,22,14,2,80,4,12,37,8,53,390,7,30,5,27,114,6,7,6,13,2,0,3,14,16,11,47,26,11,6,0,11,6,10,10,13,22,15,23,50,18,7,360,15,5,39,6,12,46,227,16,10,44,21,240,7,7,5,6,13
"2020-03-25",709,20,17,35,78,274,51,18,11,8,25,31,44,20,31,8,32,21,8,15,38,72,4,1068,15,18,10,16,14,24,10,44,9,16,12,87,3,65,19,44,6,1894,23,3,28,6,90,18,14,21,23,24,11,6,8,24,37,23,11,45,35,0,19,155,8,5,24,83,37,122,21,68,67,7,8,7,8,16,16,14,31,70,8,213,25,95,23,264,28,14,19,22,6,48,0,0,0,14,20,29,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,0,11,0,0,8,0,153,10,122,21,31,5,74,24,11,29,6,5,16,21,3,103,15,12,7,4,11,111,8,22,26,24,16,67,75,21,5,19,39,27,21,54,53,59,29,144,8,154,39,13,7,16,17,5,52,76,6,378,262,6,5,100,12,8,8,271,60,6,392,15,23,7,78,12,12,23,39,9,9,6,79,32,21,39,75,31,22,21,20,12,101,23,12,46,22,9,9,10,41,53,45,9,15,39,6,7,23,212,2,8,68,25,37,5,14,16,7,8,15,7,43,30,14,12,9,106,143,91,27,147,14,18,398,20,13,18,8,12,21,13,18,21,4,8,21,60,8,24,6,24,19,216,18,5,10,4,20,2,8,17,14,22,20,28,6,18,8,46,8,8,26,10,36,22,13,8,37,8,27,73,15,137,13,256,39,8,51,8,13,101,7,5,34,9,19,3,19,18,10,17,15,12,16,26,5,51,21,15,25,24,115,9,30,12,19,27,576,15,25,16,19,57,20,10,10,60,7,3,42,8,49,246,9,18,8,15,84,2,7,12,7,0,2,8,8,16,9,38,36,6,8,1,11,13,10,7,7,11,15,21,66,36,15,411,14,9,48,2,10,49,246,5,20,60,27,203,13,18,12,7,12
"2020-03-26",525,27,18,13,69,198,45,24,17,5,20,18,38,8,30,19,33,17,27,12,36,69,8,936,28,11,24,31,23,19,15,34,8,22,12,71,4,24,16,34,12,1130,15,6,22,9,144,15,19,20,19,21,4,10,6,21,25,18,11,79,29,0,22,174,6,5,9,67,49,87,16,66,57,12,9,14,10,8,13,11,26,63,10,84,16,100,5,236,14,23,10,10,8,31,0,0,0,10,7,39,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,12,0,0,9,0,107,2,151,13,5,11,82,29,16,32,4,11,7,29,18,99,21,17,9,2,14,90,4,15,27,15,11,37,65,41,4,28,20,25,18,71,43,43,17,81,4,130,36,7,6,3,9,3,41,95,12,352,337,8,3,62,7,16,11,267,67,3,130,7,4,17,108,14,48,14,49,6,9,2,36,12,11,37,89,36,27,28,20,21,108,6,16,45,12,5,15,14,46,41,31,10,27,28,5,5,9,260,14,14,53,23,17,6,7,16,3,6,13,4,42,15,14,10,10,52,155,81,11,108,24,7,334,8,30,31,8,2,15,20,15,14,4,9,12,64,6,8,4,14,7,181,18,4,6,10,17,3,5,7,20,16,16,25,9,16,12,17,6,6,15,12,34,10,9,10,37,18,14,48,20,89,6,162,29,11,11,14,26,89,13,7,22,1,10,7,6,13,2,6,12,17,5,25,8,32,15,9,34,13,97,6,36,7,26,42,428,20,52,14,12,45,33,11,5,17,8,6,24,3,58,183,5,15,3,9,104,4,3,6,7,1,2,7,8,11,6,72,13,20,12,0,5,2,13,10,16,4,6,17,47,31,5,389,9,4,31,4,11,42,203,12,9,34,27,217,8,15,8,8,19
"2020-03-27",438,51,9,29,42,153,54,22,7,12,20,11,30,5,19,7,11,10,10,20,14,49,3,768,31,21,7,22,22,13,10,29,16,29,9,46,3,41,12,21,8,821,20,8,23,4,69,27,20,16,18,17,4,4,5,17,18,38,15,69,35,0,17,202,9,6,5,59,50,58,18,91,38,15,8,4,12,7,18,5,22,45,12,57,44,70,12,224,12,6,10,8,10,30,0,0,0,13,10,26,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,6,0,0,14,0,90,11,116,6,26,11,91,9,5,28,4,2,24,23,6,86,25,6,13,3,24,90,4,25,29,35,13,44,76,56,5,12,13,32,25,49,40,34,17,70,13,74,49,2,11,4,17,2,35,73,9,289,112,12,9,67,8,27,23,163,55,4,109,9,7,10,80,11,27,12,39,2,18,11,20,10,21,60,84,24,22,21,21,16,102,13,22,67,9,5,5,17,50,27,69,10,29,15,8,7,4,279,11,24,47,33,22,2,12,10,14,8,21,3,21,26,6,15,9,76,142,68,17,99,9,21,322,12,20,42,11,29,22,15,10,18,4,8,7,44,5,12,12,33,7,143,16,3,10,4,14,4,10,8,21,8,10,20,4,10,14,22,8,18,15,21,31,3,12,4,48,13,36,56,19,66,13,116,8,10,21,15,9,76,7,12,16,6,16,5,5,10,2,9,16,12,3,13,6,83,14,16,19,13,328,8,27,8,18,16,313,28,35,9,22,35,18,7,2,28,5,8,24,8,28,196,3,17,7,12,70,2,4,7,8,2,2,5,4,11,10,62,21,6,10,0,6,15,11,4,15,4,21,13,58,37,8,291,12,4,28,7,8,16,148,16,5,33,23,171,3,10,2,6,24
"2020-03-28",216,243,1,9,35,65,24,15,9,10,13,12,21,9,20,5,3,5,9,12,8,22,3,252,18,6,6,22,20,5,2,11,14,26,6,26,9,8,2,11,11,169,16,6,7,1,22,8,11,3,6,10,1,4,3,4,11,24,10,34,36,0,4,43,8,8,4,28,11,22,8,23,13,12,24,14,13,13,9,7,19,28,3,28,12,36,11,86,6,8,6,8,6,11,0,0,0,11,9,29,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,12,0,6,0,0,9,0,49,6,52,7,26,6,40,3,7,25,3,10,12,11,10,66,8,10,3,3,12,28,5,7,17,14,9,15,14,4,0,13,2,14,8,47,17,15,10,26,8,41,29,3,11,3,9,2,37,26,6,113,53,9,7,46,1,15,4,40,30,7,53,4,4,18,22,12,11,3,37,2,4,6,17,7,4,15,34,16,21,14,9,9,34,9,20,23,4,5,1,8,22,39,27,23,8,4,3,8,3,61,19,8,42,14,8,2,6,4,3,1,11,3,8,5,8,9,6,14,51,31,2,51,5,13,130,2,7,9,5,2,19,17,5,12,1,3,2,23,5,15,3,17,3,47,5,5,5,4,14,7,5,13,4,6,5,3,3,17,9,7,11,6,30,10,15,15,1,5,14,5,6,19,8,57,2,41,6,5,11,11,13,41,1,2,10,6,12,5,2,7,5,4,12,8,5,14,5,49,2,9,18,6,90,3,11,8,3,7,146,15,5,14,18,22,13,11,1,3,8,10,24,4,13,71,3,9,3,22,17,1,1,9,5,0,1,2,5,20,7,21,12,1,5,1,11,9,4,5,6,2,9,10,17,21,7,62,7,2,10,6,4,13,67,12,3,19,7,63,2,3,6,2,8
"2020-03-29",260,139,3,10,41,75,20,12,13,5,20,12,5,3,11,3,3,6,9,5,15,22,3,298,11,6,7,10,7,10,1,16,10,15,6,17,4,10,4,22,4,170,7,7,16,2,11,10,7,15,6,13,6,6,3,9,4,27,6,19,12,0,4,61,5,2,3,23,18,25,3,49,25,13,4,1,11,6,7,1,10,64,5,22,12,42,8,112,7,4,5,3,2,8,0,0,0,4,8,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,6,0,0,7,0,35,9,34,7,8,8,33,7,5,28,6,4,17,13,15,24,14,4,5,6,15,38,4,7,16,24,6,19,16,13,1,8,13,8,22,50,12,17,11,23,17,46,18,6,6,9,13,4,20,25,9,173,29,4,9,40,2,6,8,36,28,1,35,6,7,10,36,8,9,7,14,4,1,14,8,8,8,22,23,15,7,9,8,7,53,4,14,19,5,3,3,12,10,32,20,2,9,8,5,3,4,56,6,6,23,23,10,0,10,8,4,2,5,4,13,11,8,4,10,22,46,38,6,48,4,10,149,3,6,9,7,3,5,6,4,3,6,4,11,26,6,13,3,9,7,67,6,5,4,5,13,2,4,7,11,37,9,2,4,28,8,7,6,5,10,5,9,11,2,6,19,4,15,24,6,21,4,35,5,2,6,16,16,40,3,2,10,2,5,6,2,14,2,5,9,9,4,7,3,22,13,10,11,6,47,1,14,12,9,6,193,6,16,10,16,11,4,3,4,20,3,8,11,4,18,104,2,5,6,18,34,1,1,3,2,0,0,1,3,15,5,19,16,2,2,0,8,3,2,4,12,5,9,5,28,28,5,106,7,3,13,2,5,13,60,10,3,18,11,92,5,5,4,6,8
"2020-03-30",597,510,12,11,62,193,28,24,26,9,26,14,60,18,25,18,11,20,17,8,33,39,6,663,26,24,11,29,17,13,6,18,10,18,10,55,2,15,18,46,6,621,30,7,17,5,36,25,12,18,6,25,11,5,5,17,8,25,20,54,57,0,26,180,8,3,5,64,40,55,4,101,33,36,7,9,3,7,14,11,14,74,14,52,29,83,19,281,10,3,5,10,5,24,0,0,0,6,10,38,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,19,0,7,0,0,26,0,108,7,127,24,18,11,67,17,9,40,2,5,7,14,6,129,15,15,5,5,5,548,5,12,18,24,41,34,48,23,2,18,5,46,32,80,26,14,13,58,40,67,46,9,11,3,14,11,44,53,17,693,66,4,6,64,7,12,10,133,55,9,104,2,4,23,83,26,31,4,35,5,8,7,14,3,8,48,70,31,29,57,12,7,76,3,11,85,13,4,7,12,23,58,94,30,12,22,15,4,8,164,9,15,69,31,6,2,9,14,3,14,15,17,24,23,15,3,10,45,116,89,17,68,12,18,391,10,39,14,9,8,11,24,7,11,5,12,7,46,3,18,7,36,1,156,18,9,7,10,12,8,16,8,20,11,14,14,4,24,16,44,3,15,34,7,41,14,6,11,38,9,22,34,7,62,5,120,12,26,34,7,33,97,9,8,24,7,15,3,10,16,7,10,19,5,5,11,8,43,15,7,5,10,98,4,25,11,36,13,388,9,24,27,18,35,16,11,4,23,9,7,18,8,41,198,3,9,3,32,68,5,7,4,9,0,0,4,5,14,5,41,24,7,7,1,6,3,9,6,23,6,11,22,76,24,18,335,16,6,12,3,5,25,193,11,5,38,18,164,5,19,10,6,20
"2020-03-31",588,287,9,8,35,184,54,32,11,3,22,37,43,12,30,8,13,13,17,13,23,58,11,873,24,23,17,16,11,6,5,31,13,25,8,73,9,30,10,38,26,470,15,7,27,5,70,24,10,70,7,13,6,2,7,11,15,35,12,125,53,0,15,147,6,9,7,54,31,51,10,84,29,156,9,7,6,8,10,7,15,85,9,64,46,97,16,249,57,9,8,12,7,23,0,0,0,6,10,45,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,0,2,0,0,15,0,108,10,133,14,11,7,46,15,13,21,2,10,25,10,11,103,12,9,12,5,16,263,3,12,22,11,20,41,59,33,1,13,4,63,22,58,24,24,25,85,82,54,27,3,6,38,14,5,55,39,4,595,76,7,28,88,5,12,12,182,68,3,57,7,9,18,80,23,24,7,50,15,9,8,13,8,14,28,59,24,45,40,15,9,89,24,20,81,7,8,10,19,47,47,85,14,10,18,9,4,7,174,8,19,55,37,19,10,7,12,27,11,7,10,52,17,10,11,12,59,157,67,16,78,5,25,371,7,16,12,5,6,17,27,11,14,4,23,16,22,4,17,29,34,20,159,10,7,6,15,13,5,11,11,14,9,23,10,9,27,2,20,8,10,106,16,17,14,11,4,16,17,13,38,9,59,6,80,14,13,25,5,27,141,13,8,22,4,10,21,10,4,6,13,9,6,11,6,4,35,44,27,15,13,67,12,25,3,14,15,431,7,24,15,19,38,23,19,4,20,8,10,33,6,47,223,5,17,4,21,65,2,5,11,15,7,8,7,14,12,10,44,20,6,6,2,15,5,4,5,15,6,10,28,40,44,10,381,6,6,10,8,11,25,166,15,22,51,75,200,9,15,9,10,25
"2020-04-01",613,173,5,13,55,316,56,22,8,6,29,32,42,12,54,12,7,35,22,17,15,53,6,868,20,19,14,14,25,16,3,32,14,34,9,89,14,16,7,31,19,682,38,25,35,1,64,21,13,39,16,27,6,2,7,10,20,46,13,71,45,0,13,214,35,12,12,71,49,58,14,86,59,64,4,5,6,17,10,21,26,43,16,81,21,107,3,282,60,12,3,5,10,37,0,0,0,13,13,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,17,0,0,13,0,140,9,178,20,6,5,146,13,17,14,4,3,10,20,9,108,13,7,4,5,22,125,18,11,22,11,14,41,145,23,3,17,12,52,22,52,40,40,18,108,39,80,26,15,8,11,25,11,46,37,28,525,76,11,16,70,21,17,20,170,55,7,74,11,10,21,148,13,30,7,44,10,22,11,14,9,14,42,70,28,34,43,27,11,108,20,32,49,20,10,8,12,44,37,95,21,39,18,8,9,10,176,22,39,59,54,22,6,5,32,26,16,29,15,71,15,15,10,22,40,181,96,33,106,9,36,385,13,36,32,2,6,12,8,9,39,13,16,10,29,17,32,23,32,18,147,29,4,5,12,32,8,23,8,20,4,20,15,1,49,16,17,7,24,37,9,34,18,10,6,34,8,32,77,16,90,4,136,25,27,25,19,13,129,4,22,27,3,21,13,9,19,7,26,16,10,5,34,15,44,58,30,17,14,105,2,31,9,12,18,392,11,31,18,20,52,116,11,6,37,15,10,47,15,41,204,2,10,2,11,78,4,14,3,7,7,5,5,12,19,25,31,24,9,25,3,8,5,13,14,24,16,7,18,22,74,18,284,18,12,13,12,8,33,191,14,8,47,66,178,8,12,4,7,24
"2020-04-02",627,90,11,9,79,241,49,28,29,22,20,25,70,17,29,37,12,25,18,12,21,79,8,764,34,11,11,13,9,18,12,25,14,23,14,85,2,35,19,33,13,788,50,17,14,9,71,38,27,36,25,19,4,6,2,5,16,76,11,80,36,0,15,235,9,6,7,63,55,63,7,186,38,18,12,13,9,13,13,25,24,63,19,73,15,127,2,314,36,11,9,20,4,39,0,0,0,8,14,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,13,0,0,24,0,190,14,175,13,14,6,61,22,33,23,8,3,18,11,6,109,18,4,11,8,28,139,5,10,31,47,11,30,49,34,4,21,20,60,17,66,26,57,21,73,25,63,44,8,16,5,17,11,59,70,17,422,70,7,15,60,3,21,16,169,105,1,105,14,13,14,87,13,18,8,36,17,10,13,11,17,10,30,103,59,33,95,26,11,91,4,18,48,17,12,9,11,44,26,76,29,22,44,2,8,1,167,18,19,96,56,15,3,5,17,8,12,15,12,70,22,15,8,17,61,148,195,19,297,20,19,393,4,17,28,8,14,13,21,9,21,22,14,29,43,9,16,9,42,10,180,21,24,9,12,15,15,7,9,20,7,26,20,7,118,19,19,17,14,23,17,20,28,13,5,45,16,29,79,28,69,33,112,16,8,38,6,23,87,8,12,29,11,14,4,32,9,6,8,22,7,8,21,11,53,38,27,14,14,92,3,32,15,23,23,359,29,51,15,15,29,70,23,8,20,13,10,59,12,44,211,7,5,7,9,54,3,9,3,12,7,6,4,5,12,11,24,30,12,11,1,8,8,21,15,23,19,11,20,32,253,11,379,22,20,12,11,9,27,178,10,29,41,25,185,16,14,6,13,23
