"Index","AMZN","ABT","AES","ABMD","IBM","AMD","ADBE","ARE","APD","BXP","ALL","HON","AMGN","HES","AXP","AEP","AFL","AIG","ADI","ALXN","VLO","CMCSA","ANSS","AAPL","AMAT","ADM","AEE","ADSK","ADP","AZO","BLL","BRK.B","BAX","BDX","AME","VZ","WRB","BBY","BIO","YUM","FE","BA","BSX","CHRW","TTWO","MTD","BMY","OKE","AVB","URI","SRE","FDX","VRSN","APH","BF.B","CSX","CPB","STZ","CAH","CAT","CTXS","LUMN","CERN","JPM","CHD","CINF","CTAS","CSCO","CLX","KO","CPRT","CL","MAR","CAG","ED","CMS","COO","GLW","CMI","DHI","DHR","MCO","CTSH","TGT","DE","MS","RSG","DIS","DLTR","DOV","OMC","DTE","DRE","DRI","EBAY","BAC","C","CDNS","ECL","EA","CRM","EMR","ATO","ETR","EOG","EFX","EQR","EL","EXPD","XOM","FMC","NEE","FAST","FITB","MTB","FISV","FCX","AJG","GD","GIS","GPC","GILD","IT","MCK","NVDA","GE","GWW","GS","HAS","HSY","HOLX","HD","HRL","CNP","HUM","JBHT","IEX","ITW","INTU","IDXX","INTC","IFF","IP","J","JKHY","INCY","JNJ","HIG","KLAC","K","KEY","KMB","BLK","KR","LRCX","TDY","AKAM","LEN","LLY","UPS","A","LMT","LOW","D","MGM","MKC","MCD","EW","MMC","MAS","MLM","MET","MXIM","ATVI","CVS","LH","MSFT","MU","MAA","MCHP","MMM","KSU","ILMN","XEL","F","NEM","NVR","NKE","NSC","NTRS","NOC","WFC","NUE","COF","ODFL","ORCL","PCAR","EXC","PH","PAYX","ALGN","PPL","PEP","PFE","COP","PXD","MO","PNC","PPG","COST","TROW","DGX","PG","PGR","PEG","PHM","GPN","QCOM","O","REGN","RMD","USB","ROST","ROL","ROP","ROK","RCL","TRV","FIS","MRK","SLB","SCHW","POOL","ZBH","ABC","PFG","SHW","CNC","SIVB","SPG","PRU","AAP","EIX","SO","LUV","T","CVX","STT","SBUX","PSA","SYK","NFLX","SNPS","SYY","ISRG","TFX","TER","TXN","TMO","TIF","TSCO","TYL","TSN","UNP","UNH","VAR","VTR","VFC","VRTX","VMC","WMT","WM","WAT","WST","SJM","WDC","WAB","WY","WHR","SWKS","NDAQ","CME","WMB","LNT","KMX","XLNX","TJX","ZBRA","RF","DPZ","EXR","LVS","DLR","MKTX","CE","DXCM","AMP","LYV","CMG","TDG","MA","BR","DAL","DFS","BK","ULTA","MSCI","PM","V","AWK","CB","MPC","FBHS","KMI","XYL","SWK","LYB","GRMN","PLD","ACN","HCA","VRSK","FLT","FRC","STX","DG","FTNT","TEL","ORLY","GM","CBRE","EXPE","APTV","PSX","AMT","FB","DUK","NOW","MDLZ","ETN","ABBV","TMUS","ZTS","CDW","INFO","WLTW","IQV","BKNG","LDOS","AVGO","TWTR","EVRG","ICE","STE","CI","DOW","AMCR","PEAK","NLOK","DD","CARR","OTIS","CTVA","LHX","TT","TFC","VIAC","IR","PAYC","AON","RTX","ANET","CTLT","SYF","CFG","KEYS","QRVO","ANTM","CCI","MDT","WBA","EQIX","ES","ETSY","JCI","KHC","FTV","SPGI","HLT","GOOGL","WELL","HPE","PYPL","HPQ","GOOG","WEC","MNST","LIN","SBAC","CHTR"
"2020-09-08",1151,61,7,14,66,608,103,25,17,11,22,22,42,21,29,13,16,18,17,19,24,70,4,3273,78,19,3,17,29,29,6,37,15,18,6,197,6,19,18,35,12,734,30,10,44,6,71,10,7,14,18,87,6,15,11,12,18,14,12,95,19,0,11,274,10,2,8,120,22,93,5,84,33,17,17,7,19,5,13,8,29,106,6,96,23,125,9,726,18,13,13,11,26,26,0,0,0,16,8,53,0,0,0,0,0,33,0,38,4,0,7,0,0,0,0,0,0,6,14,0,21,0,15,5,0,195,17,203,6,17,8,113,20,7,23,11,5,6,32,11,182,3,16,5,8,12,166,8,26,59,23,18,17,59,55,6,7,12,36,51,59,25,42,35,151,4,141,20,6,26,10,22,13,69,45,16,1111,88,8,8,44,14,19,7,259,54,4,93,9,7,43,141,12,21,8,70,6,7,9,6,16,14,52,296,44,21,54,28,14,91,17,11,53,13,9,14,21,87,49,39,8,24,15,9,30,5,129,23,44,122,38,13,9,10,6,8,11,13,15,52,27,11,10,28,189,243,82,6,147,8,15,649,7,11,55,5,47,22,33,6,25,8,11,19,44,7,11,18,19,11,276,15,4,10,6,11,3,10,7,20,22,17,16,2,14,13,23,4,6,16,6,76,12,10,4,18,38,19,68,18,83,5,292,22,13,36,4,36,151,3,13,23,3,16,5,10,14,15,15,18,10,5,14,6,232,19,14,56,20,1313,10,19,13,8,13,897,17,93,16,26,82,121,16,5,7,11,7,15,6,68,274,4,27,11,13,85,4,8,8,9,9,4,5,12,4,6,29,11,12,4,31,13,52,7,6,19,40,21,10,47,59,8,347,263,13,13,5,4,21,245,6,11,131,25,337,3,13,6,10,10
"2020-09-09",1209,65,6,10,67,562,131,28,13,12,10,23,30,12,20,16,11,21,15,29,25,62,4,2456,63,16,8,16,15,14,8,42,9,12,6,141,9,16,20,25,14,526,26,8,37,5,72,12,9,9,11,121,4,7,2,14,12,25,5,187,22,0,11,207,7,10,6,93,26,96,6,64,23,15,25,7,5,41,18,18,21,75,14,82,25,107,25,453,20,11,6,12,7,20,0,0,0,8,10,68,0,0,0,0,0,26,0,19,6,0,9,0,0,0,0,0,0,7,9,0,9,0,14,11,0,154,4,172,13,10,3,152,11,6,17,3,2,5,16,5,162,12,21,7,2,8,173,3,15,48,24,18,46,46,36,2,10,21,28,47,50,25,42,16,140,8,107,11,8,8,2,17,14,95,28,6,1289,88,4,24,59,37,23,6,165,86,6,90,25,9,37,105,10,17,3,89,6,9,11,6,38,15,34,320,20,18,73,9,13,94,10,9,60,9,13,8,5,103,52,29,9,14,13,6,12,19,128,14,32,95,30,14,6,1,7,2,34,10,5,85,10,4,20,17,157,184,92,5,94,13,28,629,10,12,30,4,14,18,23,378,12,3,15,23,23,8,8,12,20,7,392,20,6,8,8,22,2,7,6,37,20,21,16,26,8,7,20,3,6,10,8,89,22,8,5,21,47,15,35,8,108,5,224,14,13,18,11,58,174,8,12,25,6,17,5,12,13,4,11,13,9,4,9,10,143,20,15,44,12,511,4,11,4,21,19,822,37,79,12,22,60,82,12,2,6,7,5,23,6,30,228,2,30,7,17,67,5,6,7,11,11,2,5,7,3,2,43,15,7,5,32,4,15,9,4,14,115,7,11,45,58,8,381,146,10,17,11,10,13,224,13,11,112,27,371,5,17,2,8,13
"2020-09-10",1179,49,6,12,73,535,174,27,12,20,13,36,32,15,21,9,18,17,17,19,24,124,7,2231,35,27,9,20,37,16,7,39,12,12,11,131,6,20,7,25,14,447,23,17,23,3,48,8,19,13,10,89,11,11,5,14,9,17,11,88,12,0,19,202,7,8,9,74,23,110,9,59,16,9,30,14,9,12,7,14,14,98,7,68,32,77,26,434,15,8,3,7,6,19,0,0,0,5,15,42,0,0,0,0,0,10,0,18,3,0,9,0,0,0,0,0,0,6,17,0,6,0,14,7,0,180,5,151,5,10,7,143,20,5,22,4,5,3,12,5,230,7,20,9,2,9,171,5,16,28,30,10,23,90,47,4,6,19,55,39,49,35,40,38,158,7,102,9,6,9,10,26,8,37,69,24,957,57,5,13,55,48,14,8,184,59,4,132,11,6,28,115,18,11,6,289,6,9,8,10,43,15,45,135,19,14,73,12,19,88,5,58,42,8,11,9,7,56,60,49,5,14,11,4,7,5,140,13,86,55,28,12,5,9,5,5,41,11,7,104,22,7,6,35,116,235,78,10,113,16,16,778,13,31,18,8,26,18,30,92,16,6,39,26,31,14,7,16,33,12,347,14,8,12,11,10,2,9,9,13,17,7,12,18,13,13,31,2,6,27,6,104,20,20,10,24,33,9,62,14,95,7,148,10,13,35,10,63,208,8,13,37,13,18,6,7,11,9,7,35,11,4,10,7,81,32,11,74,13,555,7,15,6,21,23,833,25,86,21,33,49,71,19,4,8,5,7,24,4,41,225,5,53,10,15,57,8,6,6,13,19,7,7,13,6,6,182,10,10,9,26,13,9,9,12,12,18,8,12,33,58,23,336,87,14,22,18,13,6,176,7,10,146,18,348,10,17,9,7,34
"2020-09-11",1028,53,29,11,77,469,189,26,8,31,14,20,34,21,23,7,11,18,14,21,23,82,6,2325,26,15,10,17,15,10,5,24,12,11,18,128,5,17,7,28,7,356,23,7,23,3,39,17,21,6,9,228,9,8,4,9,12,13,16,82,18,0,8,165,7,6,6,100,14,132,3,53,28,9,15,5,13,22,7,16,16,129,54,101,30,94,14,247,19,6,7,5,4,21,0,0,0,4,7,36,0,0,0,0,0,18,0,18,8,0,7,0,0,0,0,0,0,1,15,0,5,0,18,6,0,173,9,128,6,10,42,132,7,6,34,2,5,5,19,6,213,3,15,9,4,12,151,3,10,42,24,17,12,225,27,1,2,43,53,42,55,39,52,25,80,11,76,26,6,14,5,16,13,38,67,11,923,63,4,11,45,13,11,14,160,58,7,206,31,4,16,133,16,8,9,450,6,9,11,8,23,17,57,129,19,8,49,34,15,70,13,16,36,11,12,10,5,54,58,43,7,15,14,4,20,5,66,17,114,83,23,7,4,7,3,4,35,14,5,67,16,3,10,16,64,284,76,8,93,20,10,562,11,21,28,6,23,15,50,42,9,6,23,24,36,8,5,14,34,16,338,16,1,14,9,20,4,20,6,26,16,12,9,29,13,7,17,9,5,69,14,68,6,9,6,44,36,9,62,18,67,6,97,13,14,15,9,33,144,3,9,30,6,13,6,7,46,6,17,28,8,11,5,6,41,21,9,39,11,443,5,41,5,19,19,761,16,43,28,21,102,70,7,17,3,2,5,5,6,46,206,1,27,6,14,81,3,10,65,15,6,4,3,5,4,3,36,17,12,6,28,12,11,7,6,18,13,8,9,34,56,12,285,121,17,41,12,6,8,220,11,4,121,15,304,5,8,4,15,14
"2020-09-12",474,23,9,5,30,151,77,30,10,9,14,6,15,12,6,5,12,12,8,5,6,44,6,870,11,14,7,10,8,7,3,18,3,5,11,20,5,9,4,19,2,100,6,3,9,4,20,2,6,2,7,121,1,6,3,9,4,5,3,29,3,0,6,76,5,6,3,29,4,50,4,15,3,6,5,3,2,3,7,6,5,59,10,46,11,32,8,172,3,4,1,3,5,5,0,0,0,3,8,14,0,0,0,0,0,12,0,7,5,0,9,0,0,0,0,0,0,5,2,0,2,0,9,2,0,87,3,42,2,3,6,79,2,0,12,1,6,1,6,6,116,2,9,7,4,8,99,3,7,25,19,5,9,19,15,1,5,15,14,34,47,7,31,17,23,4,44,8,4,19,7,13,8,19,21,4,432,26,4,4,30,7,6,7,71,25,1,75,11,3,9,50,3,14,5,69,4,4,3,7,14,13,24,131,10,5,33,8,4,36,9,4,18,4,4,5,3,26,47,7,3,8,2,2,0,3,18,4,70,47,12,2,0,8,6,2,22,3,3,31,3,8,2,10,19,120,60,6,51,12,2,264,4,7,12,3,6,14,16,18,9,2,8,11,19,6,1,3,21,6,153,15,1,7,3,7,1,4,8,13,6,8,7,4,7,8,8,3,2,14,3,12,11,6,6,33,26,1,29,4,30,2,23,5,7,12,10,21,90,6,4,10,4,7,7,2,11,3,7,6,8,5,2,3,163,9,4,34,5,223,1,9,1,9,18,420,10,48,6,23,39,11,3,3,1,3,4,14,4,28,92,4,11,2,2,23,4,2,13,9,4,3,2,8,6,1,27,8,5,4,12,5,8,6,3,12,16,3,10,33,36,12,58,53,1,16,10,5,5,93,6,4,52,2,160,3,5,2,6,12
"2020-09-13",442,23,6,2,24,215,76,29,9,5,11,6,10,2,9,6,13,13,7,22,14,28,4,850,10,10,1,9,11,4,10,13,6,8,7,25,2,8,2,14,6,124,22,7,6,5,24,7,2,5,4,145,10,4,3,8,8,12,3,28,3,0,6,58,7,9,8,38,10,42,7,21,6,4,3,3,6,6,13,9,12,61,12,47,11,37,5,158,3,4,1,2,4,5,0,0,0,3,12,17,0,0,0,0,0,6,0,4,8,0,4,0,0,0,0,0,0,5,7,0,3,0,11,6,0,81,4,54,4,6,5,86,11,4,13,3,4,5,7,3,112,2,9,10,7,4,86,1,4,23,12,3,8,17,21,1,2,57,17,29,47,10,26,19,25,4,46,5,3,16,3,14,5,13,12,2,689,27,5,6,26,4,26,4,58,37,5,56,14,9,9,41,5,12,7,305,5,4,7,4,19,11,13,135,10,7,25,7,7,46,9,1,16,11,2,6,10,33,46,19,5,10,4,1,5,2,21,10,26,38,5,5,1,2,2,1,11,11,2,13,10,3,3,10,19,93,30,3,42,9,9,314,5,10,10,1,3,17,19,16,8,3,4,12,10,4,4,4,18,5,224,11,5,4,1,5,1,6,4,7,8,7,5,2,4,6,9,3,4,9,5,11,10,9,5,14,21,3,30,4,29,9,43,2,12,9,8,14,102,5,10,10,6,10,3,5,22,4,11,5,20,4,3,2,72,16,4,20,5,151,0,8,2,10,8,467,9,44,8,20,30,4,3,3,3,4,3,6,2,39,105,3,15,2,9,29,1,4,8,8,13,4,3,3,2,3,12,10,4,6,11,3,3,7,4,10,7,8,10,27,11,5,64,54,8,13,10,8,6,94,5,6,67,5,123,4,4,6,6,7
"2020-09-14",1338,64,18,14,78,600,247,34,14,27,15,23,31,7,47,7,11,22,9,43,25,110,5,2304,30,33,2,10,22,17,13,29,8,10,7,216,4,21,8,21,8,489,52,10,33,7,38,7,13,2,8,395,4,5,3,27,6,28,22,69,8,11,6,223,7,8,6,83,13,98,4,76,31,7,22,3,10,14,14,16,18,66,17,117,14,111,12,382,20,10,3,9,4,21,0,0,0,3,9,33,0,0,0,0,0,11,0,22,16,0,5,0,0,0,0,0,0,3,12,0,16,0,20,15,0,151,2,171,7,5,15,178,9,2,13,7,4,5,18,4,255,4,30,6,1,42,158,3,14,28,38,9,14,167,39,2,10,158,86,90,38,34,47,18,219,8,149,20,2,16,4,13,6,43,58,5,1481,303,4,8,49,9,16,6,216,71,6,117,19,8,18,156,8,27,3,2133,14,7,8,8,17,10,66,397,18,13,60,18,16,77,18,11,40,23,4,12,2,117,56,71,4,19,7,1,8,7,87,9,56,211,24,12,5,5,7,3,15,24,6,65,25,12,13,9,80,182,85,15,102,31,9,715,9,10,25,3,19,14,48,42,10,5,11,40,23,19,18,9,34,8,755,21,5,11,5,19,4,15,11,11,11,15,11,5,8,15,26,3,13,27,16,71,20,4,8,24,24,6,43,6,70,5,278,16,20,13,6,44,185,4,12,26,6,17,9,10,21,3,9,14,11,4,22,6,122,26,7,33,12,538,3,13,6,18,12,1007,11,77,23,19,70,80,8,2,5,4,9,16,6,42,257,3,19,8,7,108,3,9,17,27,3,3,5,5,4,5,59,11,8,6,21,10,1,22,10,14,21,7,7,31,41,5,263,95,14,28,4,13,11,262,12,5,105,10,396,13,14,8,10,22
"2020-09-15",1267,54,12,11,70,633,456,22,13,18,18,24,25,13,60,25,13,21,7,85,19,188,5,4638,33,25,7,21,17,11,20,25,16,22,9,128,1,24,8,16,23,419,11,28,34,2,45,25,6,10,10,791,10,7,3,37,6,30,14,118,16,3,4,378,7,4,9,60,22,70,5,79,19,14,16,4,9,27,8,23,13,49,20,78,40,113,13,320,13,14,9,11,9,41,0,0,0,4,10,41,0,0,0,0,7,10,0,19,13,0,20,0,0,0,0,0,0,2,12,0,9,0,12,5,0,171,3,206,15,12,13,184,15,9,21,7,12,8,21,5,258,6,26,4,1,16,170,10,6,19,53,16,19,75,44,3,14,175,52,130,56,38,65,32,138,11,94,12,6,12,8,24,9,53,88,16,987,149,3,8,90,4,13,11,163,64,11,142,17,13,12,121,9,28,6,517,13,13,9,11,38,11,62,354,22,8,45,20,25,93,15,4,42,19,5,10,8,93,78,36,5,26,14,2,6,10,110,5,40,122,34,27,2,2,10,4,28,14,1,75,28,1,10,16,103,198,92,14,143,8,18,691,6,14,21,2,17,37,32,14,10,5,19,40,29,11,14,35,20,10,524,20,2,8,14,17,3,9,4,15,12,18,9,6,6,17,28,4,12,11,4,75,13,11,3,13,37,5,61,29,105,7,217,28,23,14,12,28,160,8,9,15,4,14,14,7,12,10,11,15,8,5,3,5,110,26,9,34,7,366,4,10,1,15,52,1171,14,126,23,14,63,104,18,4,8,2,4,14,10,50,244,4,22,13,26,58,3,14,7,19,13,6,1,5,8,4,88,15,8,2,28,6,1,9,14,20,44,11,11,27,38,9,247,89,8,129,11,18,17,237,48,7,113,18,410,10,13,10,16,20
"2020-09-16",1347,70,9,9,91,433,493,39,14,14,18,15,56,20,50,22,9,25,19,32,25,174,3,2596,33,37,8,25,13,13,23,88,20,16,15,116,8,30,3,19,13,742,20,32,36,3,38,27,15,16,8,783,7,16,6,20,13,19,12,63,5,1,5,269,15,4,6,88,18,96,6,80,30,9,39,7,6,9,9,26,17,41,42,92,25,112,10,330,11,18,8,16,20,23,0,0,0,7,13,29,0,0,0,0,33,17,0,23,23,0,13,0,0,0,0,0,0,13,13,0,4,0,16,20,0,515,13,182,20,11,4,204,9,10,17,5,8,4,35,6,222,6,17,11,4,8,184,11,11,44,70,24,10,74,20,3,15,102,137,185,53,44,75,21,161,8,225,9,7,41,12,34,12,64,74,16,964,140,6,11,79,10,132,13,156,62,12,141,21,20,20,165,15,19,8,395,9,10,14,6,17,10,44,229,36,13,62,18,19,116,4,9,49,27,7,17,7,98,106,48,13,31,12,3,2,3,134,14,37,96,27,21,0,8,9,5,11,11,1,114,19,12,13,19,189,194,104,9,139,17,19,571,13,19,23,7,23,21,33,17,13,9,17,38,33,9,15,12,62,8,417,25,3,11,16,25,5,14,4,23,18,13,19,5,10,7,48,9,15,9,6,138,30,9,13,25,31,27,35,18,100,8,249,10,13,23,8,34,188,12,15,23,7,29,6,10,23,4,12,36,18,2,8,6,112,26,7,38,5,344,7,25,9,14,39,1300,21,121,25,23,54,89,11,8,4,7,5,24,9,27,322,1,21,15,36,82,7,8,4,21,15,7,2,6,10,9,59,19,14,5,42,8,5,16,4,23,20,15,17,42,47,10,277,106,19,65,12,10,19,233,32,14,142,27,387,15,12,11,17,40
"2020-09-17",1609,87,19,8,71,602,202,39,12,36,33,21,80,6,32,17,10,24,9,27,16,116,8,2622,17,15,10,25,6,33,12,31,9,11,10,102,10,20,13,27,16,590,38,12,41,3,67,19,12,18,10,177,9,6,4,11,13,18,11,171,5,2,10,233,3,6,4,61,15,77,7,81,16,7,42,7,21,21,19,28,18,46,25,100,56,88,8,299,12,17,12,11,6,16,0,0,0,11,13,29,0,0,0,0,23,15,0,16,12,0,29,0,0,0,0,0,0,14,64,0,11,0,13,10,0,515,4,197,15,7,7,162,5,14,15,8,7,9,35,3,208,14,24,18,17,15,192,9,6,72,66,11,19,92,35,1,7,69,87,52,70,37,44,28,98,24,121,20,6,19,17,58,10,45,101,11,945,155,4,7,84,11,99,9,367,54,7,124,13,10,18,137,48,25,8,442,8,8,11,12,9,17,61,211,38,4,79,14,22,105,10,9,41,23,11,25,41,96,50,31,6,17,14,7,10,5,130,12,39,92,25,27,4,4,12,3,13,14,6,74,21,13,12,17,170,175,82,15,96,15,19,555,3,16,38,6,11,47,25,55,14,11,12,18,15,14,14,23,48,9,545,13,6,14,8,9,6,25,6,22,23,43,14,3,15,10,9,4,5,38,8,28,17,10,14,28,20,9,61,23,78,12,269,15,13,16,9,24,174,16,17,14,5,19,16,19,41,7,19,33,11,6,22,15,105,23,12,38,12,173,13,17,7,18,38,1273,17,85,15,16,61,76,7,6,2,10,7,24,9,41,285,7,15,15,5,99,11,12,6,25,23,8,11,15,19,6,27,24,11,7,48,11,7,11,7,25,22,6,13,47,72,11,404,115,9,27,5,9,13,231,14,10,161,14,395,11,16,9,11,22
"2020-09-18",1425,66,24,9,47,442,172,31,8,19,13,24,62,10,26,13,17,17,13,19,16,214,2,2837,12,27,10,20,13,32,20,33,8,11,19,83,4,26,14,29,22,420,36,11,47,3,56,8,7,12,11,118,11,8,6,9,12,18,6,115,15,2,8,193,3,3,11,81,11,80,5,62,23,15,19,7,10,14,10,13,14,52,14,104,53,51,14,239,9,16,6,13,8,25,0,0,0,7,9,33,0,0,0,0,16,7,0,12,5,0,17,0,0,0,0,0,0,14,6,0,3,0,15,2,0,210,4,198,15,9,18,207,12,10,10,1,3,20,38,5,188,9,27,14,7,30,179,6,4,45,24,10,17,55,20,0,18,47,53,69,58,25,107,29,100,11,95,19,7,27,2,30,7,40,74,6,1034,161,1,7,58,13,45,16,244,62,3,179,8,7,12,121,43,17,3,417,5,12,15,5,7,15,66,176,27,10,65,18,9,119,6,5,46,16,4,15,10,75,113,50,10,18,16,7,14,6,123,10,18,104,25,22,3,8,7,3,15,9,2,46,24,4,10,27,102,164,66,4,64,5,10,480,11,14,32,4,11,32,13,31,12,4,19,17,30,11,15,16,21,18,424,14,7,6,9,17,4,11,3,11,12,19,17,4,11,7,31,6,16,34,5,39,12,8,6,24,21,5,54,19,74,8,178,9,12,11,7,28,157,6,10,17,8,20,5,15,20,5,12,28,9,3,12,4,85,53,9,31,20,138,4,11,37,15,27,1204,11,90,23,20,66,55,11,5,3,2,7,35,10,32,290,6,10,15,9,41,7,11,8,19,21,10,4,8,14,12,28,18,9,2,24,7,12,11,6,17,13,11,9,42,35,6,276,145,14,28,4,11,15,274,14,13,118,16,421,8,19,6,8,22
"2020-09-19",686,26,7,5,18,240,92,33,4,12,14,15,22,5,18,8,5,4,6,13,14,18,4,1109,15,4,6,14,11,36,13,6,11,8,10,25,2,13,7,6,8,245,26,6,12,1,33,5,5,12,7,79,8,5,2,8,5,5,4,50,6,0,3,101,3,2,18,48,7,37,2,11,9,7,10,8,7,16,12,14,13,27,18,64,10,38,5,213,10,9,3,19,3,31,0,0,0,5,2,16,0,0,0,0,5,4,0,5,3,0,4,0,0,0,0,0,0,10,4,0,4,0,13,2,0,110,4,72,5,7,5,130,3,12,10,4,5,10,27,4,160,1,6,6,1,3,113,7,4,10,19,3,9,21,15,3,5,36,12,29,44,15,56,11,58,9,40,8,6,24,4,22,7,29,20,2,515,58,1,6,40,3,17,2,90,34,2,143,5,2,9,49,16,16,2,232,2,2,7,8,3,4,28,73,13,3,37,7,15,85,3,1,16,12,12,4,14,25,51,12,9,13,1,5,3,3,36,6,9,55,4,11,2,3,7,1,4,9,1,30,5,2,3,12,22,78,23,6,31,7,5,275,9,12,6,5,4,19,18,7,5,8,4,13,6,11,18,7,15,8,333,10,3,4,4,1,2,8,4,6,7,8,7,2,23,8,4,9,6,12,5,19,9,11,6,20,15,2,24,5,25,9,158,7,7,9,11,14,97,2,5,6,3,13,2,3,4,2,14,27,5,6,3,4,45,27,9,63,3,85,4,4,10,4,23,644,4,96,8,21,33,10,4,8,2,5,11,9,4,16,171,5,9,5,1,56,2,3,6,6,6,2,1,1,3,8,20,6,3,1,7,2,3,9,6,16,11,5,8,35,36,6,99,100,6,33,5,5,4,105,4,6,84,15,185,15,10,4,5,13
"2020-09-20",637,17,6,14,26,296,80,26,1,26,18,12,65,10,23,4,7,5,1,9,8,50,5,954,2,13,15,6,4,32,3,19,9,5,21,31,2,12,2,10,6,224,16,5,15,2,36,10,5,2,5,69,13,2,2,6,5,8,8,48,9,1,6,115,2,5,13,64,12,40,3,10,9,6,11,3,10,17,17,6,9,34,3,46,11,30,7,208,5,1,7,6,5,27,0,0,0,6,4,11,0,0,0,0,3,7,0,4,7,0,5,0,0,0,0,0,0,6,10,0,5,0,9,2,0,93,4,49,8,12,11,157,4,2,7,5,2,10,14,7,157,2,8,3,4,5,108,13,5,39,24,2,12,22,6,0,5,35,29,37,50,20,46,14,85,5,53,4,1,9,7,11,5,38,29,3,463,49,3,7,33,2,14,4,107,28,3,88,7,2,7,50,14,17,5,386,3,9,8,14,14,7,41,77,22,4,37,9,6,89,6,3,16,10,6,3,8,51,47,28,2,12,1,1,5,3,46,4,8,77,5,8,0,3,10,1,3,12,2,63,5,2,2,4,38,77,17,1,31,6,11,214,7,4,32,4,2,8,9,7,10,3,5,11,6,3,7,2,9,2,457,9,1,10,2,9,4,7,2,4,10,4,3,4,17,6,12,9,8,14,4,12,13,5,6,10,9,5,14,8,28,8,119,7,15,6,1,17,134,2,5,14,2,9,12,4,4,1,10,33,7,4,4,8,113,17,5,43,5,68,5,3,15,8,9,598,3,59,3,18,26,15,2,2,4,0,10,9,4,25,152,3,3,5,3,86,3,1,5,1,6,6,2,1,2,7,20,8,5,2,18,5,2,4,10,13,10,8,5,25,41,6,106,58,5,19,1,9,1,124,7,5,58,13,172,2,3,7,3,11
"2020-09-21",1467,60,16,9,51,955,214,37,19,11,36,25,88,14,46,11,13,18,15,16,14,228,12,3125,32,16,15,20,48,80,6,34,11,13,21,82,11,12,14,15,16,811,38,3,60,2,78,22,4,11,16,75,2,3,4,5,21,17,5,79,12,4,6,500,4,3,20,205,25,92,6,47,44,10,15,19,4,6,11,12,12,41,13,102,16,92,12,387,12,10,3,12,7,65,0,0,0,15,8,44,0,0,0,0,12,9,0,9,6,0,13,0,0,0,0,0,0,9,17,0,8,0,14,4,0,233,18,215,14,11,21,266,5,14,12,3,2,3,19,8,164,12,16,5,6,12,197,2,36,61,25,10,19,35,80,2,9,27,47,153,72,64,39,25,320,10,130,14,8,28,5,32,5,64,61,8,1301,110,0,13,59,3,320,14,274,77,2,167,9,5,20,150,30,37,3,757,6,13,16,8,15,10,60,171,12,7,82,17,11,194,6,12,26,23,7,14,20,150,65,64,7,15,10,3,13,3,222,17,19,153,19,18,0,3,7,3,9,28,5,111,55,8,7,36,165,219,47,12,90,24,13,730,5,28,38,4,8,24,15,42,18,2,19,12,35,9,9,5,18,9,784,13,1,6,12,14,4,4,14,11,18,16,15,14,28,8,14,3,31,28,11,38,10,6,4,21,14,9,48,12,86,7,395,17,37,14,11,40,257,5,25,13,19,30,4,15,11,5,10,57,35,6,10,7,74,23,12,30,5,621,8,24,9,21,29,1189,16,218,15,23,68,45,17,4,5,8,1,20,3,53,396,1,13,18,16,230,4,10,5,13,16,2,5,19,22,9,20,25,2,3,67,22,9,8,10,17,5,8,7,23,48,9,439,202,8,17,8,16,20,270,2,11,254,15,455,12,10,9,11,10
"2020-09-22",2046,72,16,10,57,697,109,21,22,15,48,22,65,7,30,15,24,16,19,16,17,290,10,2406,38,14,14,18,21,182,8,34,7,7,17,108,6,33,12,24,12,540,23,7,33,3,96,22,4,10,12,88,7,13,8,11,19,21,10,90,7,0,11,296,8,5,45,112,42,116,7,75,32,22,5,15,3,18,10,26,17,43,14,168,19,104,5,350,9,6,2,15,5,48,0,0,0,5,19,39,0,0,0,0,19,7,0,15,3,0,4,0,0,0,0,0,0,7,15,0,8,0,17,13,0,214,4,196,16,16,16,169,8,4,24,3,13,11,26,6,238,14,44,6,19,7,218,3,9,38,17,21,38,34,47,7,20,60,49,57,50,55,54,20,202,28,82,24,3,25,2,32,15,78,38,11,1106,96,6,5,59,4,184,11,224,45,12,827,6,7,27,169,12,22,1,334,3,8,4,12,10,22,54,178,15,5,81,19,17,129,5,17,51,66,23,8,28,90,61,48,6,14,6,6,10,4,156,8,25,129,26,17,0,1,11,1,14,38,3,73,31,19,10,25,130,219,52,12,97,11,11,488,6,18,36,7,15,21,18,38,11,22,5,16,49,5,8,12,21,5,494,14,5,4,7,19,11,7,22,9,18,18,12,8,34,10,9,5,11,27,12,117,11,3,14,10,9,10,95,6,101,29,226,27,20,10,7,65,198,6,15,11,11,18,9,4,30,7,10,69,18,6,10,11,56,21,31,31,7,196,0,9,2,23,32,1079,13,176,18,23,40,49,9,3,6,3,5,40,21,29,473,2,20,7,13,96,2,14,7,19,17,2,4,3,6,13,41,18,11,3,35,17,6,3,14,14,5,11,21,46,25,8,303,200,3,33,4,11,14,221,19,17,216,32,357,19,12,17,8,21
